r,u,V
0.7601266976546092,0.7108733097805862,-1.3155701583506094
0.770128364597433,0.7130594591010377,-1.2984848318406337
0.7801300315402568,0.7151316952351928,-1.28183759062017
0.7901316984830806,0.7170920689255257,-1.2656117985391941
0.8001333654259044,0.7189426013794021,-1.2497916512551732
0.8101350323687282,0.7206852846538218,-1.2343621248869237
0.820136699311552,0.7223220820354409,-1.219308928425506
0.8301383662543759,0.7238549284159048,-1.2046184595852953
0.8401400331971997,0.7252857306625892,-1.1902777638085456
0.8501417001400234,0.7266163679847217,-1.1762744961637501
0.8601433670828472,0.7278486922950501,-1.1625968859022568
0.870145034025671,0.7289845285670029,-1.1492337034592535
0.8801467009684948,0.7300256751874921,-1.1361742297046857
0.8901483679113187,0.7309739043052993,-1.1234082272671484
0.9001500348541425,0.7318309621752347,-1.1109259137695162
0.9101517017969663,0.732598569497988,-1.098717936829257
0.92015336873979,0.7332784217557894,-1.0867753506891629
0.9301550356826138,0.7338721895439536,-1.0750895943557721
0.9401567026254377,0.7343815188982813,-1.063652471133213
0.9501583695682615,0.7348080316184327,-1.0524561294496473
0.9601600365110853,0.7351533255872954,-1.0414930448820598
0.9701617034539091,0.7354189750863751,-1.0307560032929175
0.9801633703967328,0.7356065311073193,-1.0202380849992772
0.9901650373395567,0.7357175216595303,-1.0099326499013421
1.0001667042823803,0.735753452073998,-0.9998333235033054
1.010168371225204,0.7357158053033412,-0.989933983764636
1.020170038168028,0.7356060422181291,-0.9802287487248219
1.0301717051108519,0.7354256018995371,-0.9707119648490004
1.0401733720536757,0.735175901928332,-0.9613781960459543
1.0501750389964994,0.7348583386702785,-0.9522222133136544
1.0601767059393232,0.7344742875580251,-0.9432389849709004
1.070178372882147,0.7340251033694203,-0.9344236674367223
1.0801800398249708,0.7335121205024125,-0.9257715965220363
1.0901817067677946,0.732936653246504,-0.917278279200659
1.1001833737106184,0.7322999960508257,-0.9089393858291758
1.1101850406534421,0.7316034237888429,-0.9007507427873569
1.120186707596266,0.7308481920198182,-0.8927083255128365
1.13018837453909,0.7300355372469347,-0.8848082519056322
1.1401900414819137,0.7291666771722485,-0.8770467760797949
1.1501917084247375,0.7282428109484358,-0.8694202824410595
1.1601933753675613,0.7272651194273839,-0.8619252800708241
1.170195042310385,0.7262347654056757,-0.8545583973981303
1.1801967092532089,0.725152893867025,-0.8473163771425599
1.1901983761960326,0.7240206322216285,-0.8401960715121108
1.2002000431388564,0.7228390905425482,-0.8331944376411805
1.2102017100816802,0.721609361799142,-0.8263085332547637
1.220203377024504,0.7203325220875257,-0.8195355125458877
1.230205043967328,0.7190096308581764,-0.8128726222541469
1.2402067109101518,0.7176417311406555,-0.8063171979339872
1.2502083778529756,0.7162298497655214,-0.799866660402111
1.2602100447957993,0.7147749975834496,-0.7935185123540552
1.2702117117386231,0.7132781696815839,-0.787270335140615
1.280213378681447,0.7117403455971855,-0.7811197856953721
1.2902150456242707,0.7101624895285542,-0.7750645936051302
1.3002167125670945,0.7085455505433481,-0.7691025583155604
1.3102183795099183,0.7068904627842172,-0.7632315464648312
1.320220046452742,0.7051981456718823,-0.7574494893384393
1.3302217133955658,0.7034695041056324,-0.7517543804388582
1.3402233803383898,0.7017054286612912,-0.7461442731640097
1.3502250472812136,0.6999067957866997,-0.7406172785889139
1.3602267142240374,0.6980744679946845,-0.7351715633452073
